"ADMIN0","IU_ID","IUs_NAME","Cov2000","Cov2001","Cov2002","Cov2003","Cov2004","Cov2005","Cov2006","Cov2007","Cov2008","Cov2009","Cov2010","Cov2011","Cov2012","Cov2013","Cov2014","Cov2015","Cov2016","Cov2017","Cov2018","Cov2019","Cov2020","Cov2021","Cov2022","MDA_schemebefore2013","MDA_scheme2013","MDA_scheme2014","MDA_scheme2015","MDA_scheme2016","MDA_scheme2017","MDA_scheme2018","MDA_scheme2019","MDA_scheme2020","MDA_scheme2021","MDA_scheme2022"
"Niger","NER35380","Gotheye",0,0,0,0,0,0,0,78.16004605,64.12552596,78.80148713,70.85326079,88.46458794,78.87995846,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35381","Tillaberi",0,0,0,0,0,0,0,0,57.08060838,79.62148735,74.69382646,63.83550116,68.4801083,0,82.6,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35382","Ayerou",0,0,0,0,0,0,0,0,57.08060838,79.62148735,74.69382646,63.83550116,68.4801083,0,82.6,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35383","Goure",0,0,0,0,0,0,0,0,0,0,77.75596734,71.42341065,71.51995278,0,78.32,91.69,0,89.71,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35384","Tesker",0,0,0,0,0,0,0,0,0,0,77.75596734,71.42341065,71.51995278,0,78.32,91.69,0,89.71,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35385","Magaria",0,0,0,0,0,0,0,0,0,0,73.79555771,63.59216954,74.5599813,0,88.15,83.68,0,86.3,90.33,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35386","Dungass",0,0,0,0,0,0,0,0,0,0,73.79555771,63.59216954,74.5599813,0,88.15,83.68,0,86.3,90.33,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35387","Mirriah",0,0,0,0,0,0,0,0,0,79.62603198,69.60247832,57.3551104,72.95999798,0,96.44,82.23,0,83.09,92.56,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35388","Damagaram Takaya",0,0,0,0,0,0,0,0,0,79.62603198,69.60247832,57.3551104,72.95999798,0,96.44,82.23,0,83.09,92.56,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35389","Takeita",0,0,0,0,0,0,0,0,0,79.62603198,69.60247832,57.3551104,72.95999798,0,96.44,82.23,0,83.09,92.56,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35390","Tanout",0,0,0,0,0,0,0,0,0,0,72.63066398,47.2642949,66.39991276,0,78.62,86.23,0,89.51,91.5,97.81,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35391","Belbedji",0,0,0,0,0,0,0,0,0,0,72.63066398,47.2642949,66.39991276,0,78.62,86.23,0,89.51,91.5,97.81,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Senegal","SEN40227","KEUR  MASSAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Senegal","SEN40228","Yeumbeul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Senegal","SEN40229","Sangalkam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Sierra Leone","SLE42267","Karene",0,0,0,0,0,0,0,55.50326527,71.81878385,77.0512358,72.8903968,81.95807635,79.99991996,0,0,93.57,96.55,100,84.37,90.26,95.11,81.08,0,"ALB+IVM","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Sierra Leone","SLE42268","Falaba",0,0,0,0,0,0,0,61.52181359,72.7878074,72.68330315,72.68327906,82.22167775,80.07188519,0,0,94.17,97.69,99.67,85.69,89.45,64.63,96.2,0,"ALB+IVM","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Tanzania (Mainland)","TZA46532","Tarime TC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46623","Dar es Salaam MC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46624","Kigamboni MC",0,0,0,0,0,0,69.59998362,73.72929673,0,0,0,0,0,0,100,0,100,89.56,100,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46625","Ubungo MC",0,0,0,0,0,0,0,0,0,0,0,44.51385992,68.31970697,0,100,0,100,97.41,97.71,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46626","Kondoa TC",0,0,0,0,0,0,0,0,0,0,0,0,77.52983665,0,100,0,87.07,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46628","Mpimbwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.85,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46630","Mbulu TC",0,0,0,0,0,0,0,0,0,0,0,0,39.78688175,0,94.17,0,86.92,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46631","Bunda TC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46632","Ifakara TC",0,0,0,0,0,0,0,71.9999702,79.8172347,80.11362679,80.49981699,80.91434243,76.68126531,0,100,0,100,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46633","Malinyi",0,0,0,0,0,0,0,73.99958391,79.85614084,0,78.85714783,79.26670937,77.8737368,0,94.77,0,100,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46634","Nanyamba",0,0,62.31332715,58.99985349,73.1840392,0,66.23397228,54.86300206,62.69198898,0,0,66.4267744,69.91971761,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46635","Newala TC",0,0,74.75887566,89.00016311,60.07883434,0,84.58872995,64.27991052,0,0,0,66.72061635,75.6854336,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46636","Buchosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46638","Chalinze",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46639","Kibiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46640","Madaba",0,0,0,0,0,0,67.33158916,0,59.20023672,0,0,0,0,0,98.97,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46641","Mbinga TC",0,0,0,0,0,0,0,0,0,0,76.65351643,82.56864473,62.32786867,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46644","Itigi",0,0,0,0,0,0,0,0,0,0,0,61.32495712,59.55508705,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46645","Songwe",0,0,0,0,0,0,0,0,0,64.59824374,70.0963116,70.56014725,78.84413117,0,95.85,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Mainland)","TZA46646","Nzega TC",0,0,0,0,0,0,0,0,0,0,0,0,62.52441425,0,93.45,0,91.36,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Gambia","GMB47648","Basse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Gambia","GMB47649","Lower Fulladu West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48706","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48707","SOTOUBOUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48708","Kpendjal",0,65.05077207,89.48200717,81.21930365,81.37209942,83.41706542,85.02564768,85.35229439,85.07580893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48709","Kpendjal-Ouest",0,65.05077207,89.48200717,81.21930365,81.37209942,83.41706542,85.02564768,85.35229439,85.07580893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48710","OTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48711","OtI-Sud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48712","GOLFE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Togo","TGO48713","AgoE-Nyive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49818","OMORO",0,0,0,0,0,0,0,0,58.10772244,0,68.16466144,55.72873444,0,0,42.66,84.22,0,92.95,89.21,94.47,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49823","Kyotera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49824","Butebo",0,0,0,0,0,0,0,84.07485096,87.10008405,0,69.78731267,69.78731267,70.24579269,0,92,81.43,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49826","Nabilatuk",0,0,0,0,63.3775,58.749911,0,78.35433192,60.29824038,0,70.7110719,64.95611074,59.50637644,0,70.7,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49827","Pakwach",0,0,0,0,0,0,0,0,65.70027856,0,77.23522573,76.43730789,0,0,75.19,91.63,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49828","Bunyangabu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49829","Rukiga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49830","Kassanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49832","Kapelebyong",0,0,0,0,0,0,0,74.80013292,74.41343811,0,72.88033522,68.35909355,0,0,46.11,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49833","Bugweri",0,0,0,0,0,0,0,82.90349837,70.00003082,0,75.09506908,49.01674898,63.93789936,0,96.63,97.6,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49834","Namisindwa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49835","Kwania",0,0,0,0,0,66.50272128,0,78.19996038,69.49991704,0,70.20079483,74.32030466,0,0,83.32,84.76,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49836","MadI-Okollo",0,0,0,0,0,0,0,0,0,0,86.82921234,95.2980421,0,0,8.71,98.65,0,78.46,100,97.02,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49837","Karenga",0,0,0,0,0,0,0,64.99981897,88.89579579,0,56.90943923,34.64106032,0,0,90.56,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49838","Obongi",0,0,0,0,0,0,82.92689296,74.70946782,74.54344661,0,79.40127603,72.99784147,0,0,90.75,84.91,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49839","Kikuube",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49840","Kitagwenda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49841","Kazo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49842","Rwampara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49843","KALAKI",0,0,0,0,0,86.8296582,0,74.16882361,88.00053036,0,76.40051672,60.53651431,71.992358,0,0,88.98,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Tanzania (Zanzibar)","TZZ51902","Magharibi (west B)",0,62.21982093,80.50024363,85.51581899,78.20401427,79.64795702,82.41939903,0,0,0,0,0,0,0,0,0,75.57,77.7,0,0,83.72,100,98.87,"ALB+IVM","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM"
"Burkina Faso","BFA53001","BOUSSOUMA",0,0,0,0,81.92901891,80.15523703,78.49979024,77.8418316,82.35028669,80.9623269,0,78.50349955,80.52296833,0,99.23,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Burkina Faso","BFA53002","TOUGOURI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.85,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Burkina Faso","BFA53003","SABOU",0,0,0,71.60475709,75.9906214,75.83058214,78.96252814,73.76618148,74.38715643,76.97163192,0,80.21908236,81.4847363,0,98.98,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Burkina Faso","BFA53004","TENADO",0,0,0,75.85261124,82.69346561,83.75947187,84.46610409,86.05776511,85.75760251,85.24247585,0,84.10058599,81.60666341,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Burkina Faso","BFA53005","N'DOROLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Burkina Faso","BFA53006","THIOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Burkina Faso","BFA53007","KAMPTI",0,74.62205799,48.34009962,75.4649994,80.39289973,74.42407825,82.93593592,81.22325091,80.60218125,82.25748002,0,83.23738642,82.01839574,0,100,100,100,100,86.06,100,97.25,0,98.88,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
