"ADMIN0","IU_ID","IUs_NAME","Cov2000","Cov2001","Cov2002","Cov2003","Cov2004","Cov2005","Cov2006","Cov2007","Cov2008","Cov2009","Cov2010","Cov2011","Cov2012","Cov2013","Cov2014","Cov2015","Cov2016","Cov2017","Cov2018","Cov2019","Cov2020","Cov2021","Cov2022","MDA_schemebefore2013","MDA_scheme2013","MDA_scheme2014","MDA_scheme2015","MDA_scheme2016","MDA_scheme2017","MDA_scheme2018","MDA_scheme2019","MDA_scheme2020","MDA_scheme2021","MDA_scheme2022"
"Ghana","GHA21580","Ahanta West",0,75.48911831,70.84391464,72.08356784,75.87128232,73.44375683,81.57041907,72.32429977,79.82367328,52.08483048,86.98046315,83.61931921,0,0,70.72,63.44,92.81,60.02,0,84.03,0,84.28,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered"
"Nigeria","NGA37018","Abua/Odual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36400","Oruk Anam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36394","Nsit Ibom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36383","Ibesikpo Asutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36512","Caabar South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,51.29,100,89.15,94.01,0,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH19067","Dolobay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36451","Ogbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.8,100,0,86.66,90.21,0,95.25,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA37032","Obio/Akpor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA37038","Oyigbo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36397","Okobo",0,0,0,0,0,0,0,0,0,0,0,15.58970747,0,0,55.15,45.95,0,90.24,97.8,97.06,98.12,94.25,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Cameroon","CMR07592","BAKASSI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07523","NKONGSAMBA",0,0,0,0,0,0,0,0,0,0,0,69.75404935,76.06798654,0,45.01,44.21,45.57,95.52,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"South Sudan","SSD44332","Torit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.01,67.97,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM"
"Nigeria","NGA36392","Mkpat Enin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36381","Etinan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36393","Nsit Atai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07526","YABASSI",0,0,0,0,0,0,0,0,0,0,0,81.12034401,79.003517,0,100,94.86,100,97.71,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13915","Bosobolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.97,100,100,93.81,100,100,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2"
"South Sudan","SSD44325","Budi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.89,42.11,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM"
"South Sudan","SSD44329","Kapoeta South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.58,76.75,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM"
"Nigeria","NGA37039","Port-Harcourt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA37026","Eleme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36395","Nsit Ubiom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36399","Oron",0,0,0,0,0,0,0,0,0,0,0,13.1576288,0,0,43.96,46.08,0,81.45,87.52,91.87,94.01,0,64,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36508","Bakasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07460","BATOURI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14266","Monga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.51,96.87,100,0,96.76,95.87,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD14232","Bondo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.25,98.44,100,0,97.69,94.93,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Ethiopia","ETH19101","Mubarak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH19066","Dollo Ado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA37025","Degama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.41,0,81.37,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA37023","Asari-Toru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.35,0,86.21,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA37035","Okrika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.81,42.87,0,67.22,0,100,0,85.67,"Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA37040","Tai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA37031","Khana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.04,0,96.16,0,100,0,85.33,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36404","Urue-Offong/Oruko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36401","Udung Uko",0,0,0,0,0,0,0,0,0,0,0,10.53600756,0,0,28.32,24.02,0,81.28,87.7,93.1,89.48,0,60.51,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Cameroon","CMR07512","LOUM",0,0,0,0,0,0,0,0,0,0,0,73.81079986,81.14463048,0,100,72.36,77.83,96.87,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07443","MBANDJOCK",0,0,0,0,0,0,0,0,0,0,0,61.32551876,78.8617399,0,48.33,48.24,61.37,97.75,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36447","Brass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.25,0,82,82.91,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Nigeria","NGA37021","Akuku Toro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.17,0,84.2,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36391","Mbo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07595","EKONDO TITI",0,0,0,0,0,0,0,0,0,0,0,87.20705527,0,0,70.84,74.96,78.12,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13934","Libenge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.91,96.84,99.13,0,96.19,95.9,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Nigeria","NGA37034","Ogu/Bolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.79,83.69,0,78.63,0,100,0,64.6,"Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA37029","Gokana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36387","Ikot Abasi",0,0,0,0,0,0,0,0,0,0,0,16.139571,0,0,66.08,92.9,50.4,93.31,99.19,98.42,83.95,0,62.48,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36398","Onna",0,0,0,0,0,0,0,0,0,0,0,14.0430562,0,0,100,60.14,0,97.46,98.03,99.58,93.37,100,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Nigeria","NGA36377","Eket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36378","Esit Eket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.09,45.93,0,98.06,96.52,98.98,99.63,99.74,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Congo, DRC","COD14238","Dungu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"South Sudan","SSD44324","Yei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.96,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM"
"Nigeria","NGA36450","Nembe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,84.14,0,92.4,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA37024","Bonny",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,84.71,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","ALB+IVM"
"Cameroon","CMR07602","MBONGE",0,0,0,0,0,0,0,0,0,0,0,82.067015,0,0,100,99.38,100,96.99,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13946","Mobayi Mbongo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.8,96.28,100,0,97.93,99.39,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"South Sudan","SSD44321","Lainya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.46,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM"
"Nigeria","NGA37022","Andoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,86.11,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","ALB+IVM"
"Nigeria","NGA37037","Opopo/Nkoro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,0,67.99,0,100,0,71.09,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36382","Ibeno",0,0,0,0,0,0,0,0,0,0,0,11.40632695,0,0,100,77.38,0,89.61,95.17,97.97,97.4,94.72,64.73,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM"
"Cameroon","CMR07518","NDOM",0,0,0,0,0,0,0,0,0,0,0,80.35023111,80.24100108,0,83.46,81.97,76.55,87.87,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36376","Eastern Obolo",0,0,0,0,0,0,0,0,0,0,0,11.48191944,0,0,49.54,67.98,81.12,100,91.7,97.8,90.35,0,62.7,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Cameroon","CMR07604","MUYUKA",0,0,0,0,0,0,0,0,0,0,0,83.88728874,0,0,89.58,85.19,90.54,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07515","MBANGA",0,0,0,0,0,0,0,0,0,0,0,0,75.05021041,0,86.95,83.96,93.79,98.4,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07456","SAA",0,0,0,0,0,0,0,0,0,0,0,0,80.92508336,0,87.41,79.51,100,94.84,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07471","NGUELEMENDOUKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07463","DOUME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18835","Dillo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18829","Dhas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07470","NDELELE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07454","OBALA",0,0,0,0,0,0,0,0,0,0,0,80.46602289,79.35518591,0,96.95,98.05,100,97.35,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54153","North Horr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07438","ELIG MFOMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13926","Gbadolite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.47,97.68,100,0,99.55,96.9,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD14239","Faradje",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.44,97.73,87.82,0,95.92,94.65,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Cameroon","CMR07594","BUEA",0,0,0,0,0,0,0,0,0,0,0,78.2816676,0,0,45.26,53.91,59.1,96.75,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07520","NGAMBE",0,0,0,0,0,0,0,0,0,0,0,82.08609876,80.5951458,0,100,100,100,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07431","AYOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13965","Zongo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98.51,100,0,98.54,97.81,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"South Sudan","SSD44331","Magwi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,54.05,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM"
"South Sudan","SSD44326","Ikotos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.79,74.32,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM"
"Cameroon","CMR07507","DEIDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07440","ESSE",0,0,0,0,0,0,0,0,0,0,0,71.52976434,74.93793006,0,45.03,37.64,47.79,96.02,55.53,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07600","LIMBE",0,0,0,0,0,0,0,0,0,0,0,80.87358894,0,0,92.15,87.81,89.58,98.33,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07606","TIKO",0,0,0,0,0,0,0,0,0,0,0,81.60718371,0,0,0,0,0,99.79,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07508","DIBOMBARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07446","MONATELE",0,0,0,0,0,0,0,0,0,0,0,76.76569023,79.50266658,0,100,100,100,97.08,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07436","EBEBDA",0,0,0,0,0,0,0,0,0,0,0,80.23422135,77.45541277,0,100,78.78,100,97.72,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54145","Banissa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07505","BONASSAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07457","SOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07429","AKONOLINGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07467","MBANG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
